review,rating,date,bank,source
More life to awash bank,1,2025-01-29,Awash Bank,Google Play
"it's great application💪 Easily accessible thank you He's saying, ""You're asking for money. Just open it for me."" I hate it. You were so cool. What should we do now? Just open it for me.Oh, I'm going to transfer to Maryam, what should I do when they give me the money? Just leave me alone, okay, what should I do? Tell me later, I'll give it to the cat, I'll give it to him, I'll transfer him, my pen",2,2025-01-29,Awash Bank,Google Play
👍,5,2025-01-28,Awash Bank,Google Play
SUBSCRAYB,3,2025-01-28,Awash Bank,Google Play
Nice and fast Awash 🤗,5,2025-01-27,Awash Bank,Google Play
The attached keyboard cannot print the decimal point. Thus amounts with a decimal point for exact payments cannot be typed and mobile payments like DStv cannot be done. Eg Birr 199.60 cannot be payed using AwashBirr pro,2,2025-01-27,Awash Bank,Google Play
smart,5,2025-01-26,Awash Bank,Google Play
Good,5,2025-01-25,Awash Bank,Google Play
Not work for me what is the reason???,1,2025-01-25,Awash Bank,Google Play
"Mobaayil baankiingiin Baankii Awaash baay'ee namatti tola, baay'ee mijataa fi ariitiidhaan maallaqa gara iddoo barbaadameetti daddabarsuuf kan nama gargaaruudha, nagahees download gochuuf waan mijataa taheef baay'ee namatti tola",5,2025-01-25,Awash Bank,Google Play
Good,5,2025-01-25,Awash Bank,Google Play
Amezing Internet banking❤️,5,2025-01-24,Awash Bank,Google Play
"Information needs to be available at much faster rate, and communication needs to happen b/w the branches and main office for a better experience, and if you can have better security when it comes to paper like having a paper shredding maching in the branches will help. Amazing customer service, and keep uo the great work. I'm planning on adding some other things, or services, God willing.",5,2025-01-23,Awash Bank,Google Play
Very Good,4,2025-01-23,Awash Bank,Google Play
Fantastic app,5,2025-01-21,Awash Bank,Google Play
It is good,5,2025-01-20,Awash Bank,Google Play
Very nice,5,2025-01-19,Awash Bank,Google Play
The leading private bank in ethiopia,5,2025-01-19,Awash Bank,Google Play
It good .but the app fail (stop working) frequently. Please solve the failurity or damage of application.,1,2025-01-16,Awash Bank,Google Play
Excelent app,1,2025-01-16,Awash Bank,Google Play
Good,5,2025-01-15,Awash Bank,Google Play
very bad app ever 1 seen😡🤬,1,2025-01-14,Awash Bank,Google Play
This app might look like legal but it's a scam they scammed me around 1000 ETB for transaction error,1,2025-01-14,Awash Bank,Google Play
💪,5,2025-01-12,Awash Bank,Google Play
Nice,4,2025-01-12,Awash Bank,Google Play
"When you look at transaction history, it shows the payer account number instead of the payer name. Please start showing the payer name, this is important to cross-check transactions.",3,2025-01-12,Awash Bank,Google Play
Awashbirr pro don't work way?please worked,5,2025-01-12,Awash Bank,Google Play
Nice!,3,2025-01-11,Awash Bank,Google Play
Please fix android bridge problem or developer options default,5,2025-01-11,Awash Bank,Google Play
Awash,5,2025-01-10,Awash Bank,Google Play
If I could leave a 0 star I would,1,2025-01-10,Awash Bank,Google Play
ፍጥነቱ በጣም ጥሩ ነው ነገር ግን ገንዘብ ከተላለፈ በሁዋላ በሚያመጣው የማረጋገጫ ደረሰኝ ላ ሴቩ እና ሼር አማራጩ ፎቶ ወይም jpg አማራጭ ብቻ መሆኑ ቢስተካከል እና pdf አማራጭ ቢኖረው ሁለተኛው እና ዋናው ችግር የገንዘቡ የተላከበት ምክንያት መፃፊያው ላይ የተገለፀውን ከሶስት ቃል በላይ ይቆርጠዋል! ሙሉ አያስገባም ቆርጦ ይተወዋል ባይሆን እንኩዋን ከስምን እስከ አስር ፊደል መቀበል ሲኖርበት የሌሎች mobiApp በዚህ የተሻለ ነው,5,2025-01-10,Awash Bank,Google Play
the most advanced,5,2025-01-10,Awash Bank,Google Play
"User friendly, best app of 2024! Hope you serve better in coming years.",5,2025-01-09,Awash Bank,Google Play
Nise,5,2025-01-08,Awash Bank,Google Play
Attractive,5,2025-01-08,Awash Bank,Google Play
i have been using awash birr pro a couple of years i am glad to be memeber of the bank,5,2025-01-06,Awash Bank,Google Play
Just it make my life Easy and happy Download it you will never ever regret it,5,2025-01-06,Awash Bank,Google Play
Fast money transaction and exellent app features to use easly.,5,2025-01-05,Awash Bank,Google Play
Lucho biranu dubala,2,2025-01-04,Awash Bank,Google Play
"I have been using the app up longer; for unknown reason the app got ""incompatible with your device"" and now I am in doubt of using it.",1,2025-01-04,Awash Bank,Google Play
Ashrafa safii,5,2025-01-03,Awash Bank,Google Play
It's good for me.,5,2025-01-03,Awash Bank,Google Play
👍👍👍👍👍👍👍👍👍👍👍👍👍👍,5,2025-01-03,Awash Bank,Google Play
❤️,4,2025-01-03,Awash Bank,Google Play
ቨሪህ,5,2025-01-02,Awash Bank,Google Play
Opar,5,2025-01-02,Awash Bank,Google Play
Very good,5,2025-01-02,Awash Bank,Google Play
Best,5,2025-01-01,Awash Bank,Google Play
This app is very good in access,5,2024-12-31,Awash Bank,Google Play
Free App,5,2024-12-30,Awash Bank,Google Play
Sport,5,2024-12-30,Awash Bank,Google Play
Iskandar amadysan Aliiyyii,5,2024-12-29,Awash Bank,Google Play
"my device is Techno Camon12 and but Awash Birr pro back me to be incompatible to their version. do I have to buy an other devices only for Awash Birr pro 😂, please tell me the jock. even you should warn us before fall to our devices.",1,2024-12-29,Awash Bank,Google Play
Check am,5,2024-12-29,Awash Bank,Google Play
The best app,5,2024-12-29,Awash Bank,Google Play
"It used to fast and reliable a week ago but this days, it became slower and having an issues every time. Please fix it",1,2024-12-29,Awash Bank,Google Play
"App have many issues, Finger print security becomes disabled, sometimes you can not access the app , sometimes its very slow with you having proper connection",1,2024-12-28,Awash Bank,Google Play
Awash like the river It's Best,5,2024-12-28,Awash Bank,Google Play
"It isn't working, what the problem ?",2,2024-12-28,Awash Bank,Google Play
Not working after update,1,2024-12-28,Awash Bank,Google Play
be fast,5,2024-12-27,Awash Bank,Google Play
Very fast bank,5,2024-12-27,Awash Bank,Google Play
AwashBirr Pro best is simply the best mobile banking App,5,2024-12-27,Awash Bank,Google Play
Please change the sdk version my phone is no longer supported and also buttons are not responsive they require multiple press to function.,3,2024-12-27,Awash Bank,Google Play
"Very good , except that it doesn't operate well on sundays",5,2024-12-27,Awash Bank,Google Play
Oh,5,2024-12-26,Awash Bank,Google Play
Eyaschegere new,5,2024-12-26,Awash Bank,Google Play
Good,5,2024-12-26,Awash Bank,Google Play
Good,5,2024-12-26,Awash Bank,Google Play
AwashBirr pro is really a great and crucial for better banking.,5,2024-12-26,Awash Bank,Google Play
Garbage Mobile banking app,1,2024-12-26,Awash Bank,Google Play
This is masha Allah,5,2024-12-26,Awash Bank,Google Play
It's good.,3,2024-12-26,Awash Bank,Google Play
Good,5,2024-12-26,Awash Bank,Google Play
Good and interesting.,5,2024-12-26,Awash Bank,Google Play
wawe,5,2024-12-26,Awash Bank,Google Play
"Very good, always i appreciated awash birr.. Keep it up",3,2024-12-26,Awash Bank,Google Play
Good,4,2024-12-26,Awash Bank,Google Play
Nice,4,2024-12-26,Awash Bank,Google Play
Best of best,5,2024-12-26,Awash Bank,Google Play
Uninstall goonee deebisne install gochuu irra update utuu nama goosisee gaarii dha.,1,2024-12-26,Awash Bank,Google Play
It's boring,5,2024-12-26,Awash Bank,Google Play
Awash birr pro always,5,2024-12-26,Awash Bank,Google Play
Too smart,5,2024-12-26,Awash Bank,Google Play
Good app,5,2024-12-26,Awash Bank,Google Play
I'ts special app,5,2024-12-26,Awash Bank,Google Play
Good,3,2024-12-26,Awash Bank,Google Play
Great app,5,2024-12-26,Awash Bank,Google Play
You are right,5,2024-12-26,Awash Bank,Google Play
Posetive experiance,5,2024-12-26,Awash Bank,Google Play
Love it,4,2024-12-26,Awash Bank,Google Play
After update totaly the app stoped working,1,2024-12-26,Awash Bank,Google Play
Very good app,5,2024-12-26,Awash Bank,Google Play
Best very very bohot achi,4,2024-12-26,Awash Bank,Google Play
Didn't work,5,2024-12-26,Awash Bank,Google Play
Ok,1,2024-12-26,Awash Bank,Google Play
Good service,5,2024-12-26,Awash Bank,Google Play
It's good app,5,2024-12-26,Awash Bank,Google Play
Not working,1,2024-12-26,Awash Bank,Google Play
Very nice app,5,2024-12-26,Awash Bank,Google Play
Nice application,5,2024-12-26,Awash Bank,Google Play
Awash BIRR Pro was exelent mobile banking app,5,2024-12-26,Awash Bank,Google Play
great,5,2024-12-26,Awash Bank,Google Play
በድርቅና ሪአክት አድርጉ አትበሉን,5,2024-12-26,Awash Bank,Google Play
Okey,4,2024-12-26,Awash Bank,Google Play
aupdate,5,2024-12-26,Awash Bank,Google Play
It's a good App,5,2024-12-26,Awash Bank,Google Play
Good,5,2024-12-26,Awash Bank,Google Play
Ok,5,2024-12-26,Awash Bank,Google Play
Best,1,2024-12-26,Awash Bank,Google Play
Good,5,2024-12-26,Awash Bank,Google Play
Good,4,2024-12-26,Awash Bank,Google Play
Good,5,2024-12-26,Awash Bank,Google Play
Good,4,2024-12-26,Awash Bank,Google Play
Egchfu,1,2024-12-26,Awash Bank,Google Play
Amazing experience 👍🏻👍🏻,4,2024-12-26,Awash Bank,Google Play
Ok,5,2024-12-26,Awash Bank,Google Play
Not working properly,1,2024-12-26,Awash Bank,Google Play
I am proud in your app pro,5,2024-12-26,Awash Bank,Google Play
It is good app,5,2024-12-26,Awash Bank,Google Play
ምርጥ እና አጠቃቀሙ ቀላል የሆነ App ሰለሆነ ተመችቶኛል,5,2024-12-26,Awash Bank,Google Play
this app is not work in my divise,1,2024-12-26,Awash Bank,Google Play
"When money is sent to us, it does not show the name of the sender, please fix it quickly",3,2024-12-26,Awash Bank,Google Play
Good,5,2024-12-26,Awash Bank,Google Play
Excelent,5,2024-12-26,Awash Bank,Google Play
Wow,4,2024-12-26,Awash Bank,Google Play
So far Slso good,5,2024-12-26,Awash Bank,Google Play
Good,5,2024-12-26,Awash Bank,Google Play
Best,5,2024-12-26,Awash Bank,Google Play
Why is stop working,1,2024-12-26,Awash Bank,Google Play
Nice,5,2024-12-26,Awash Bank,Google Play
Since last week this is the worst app.,1,2024-12-26,Awash Bank,Google Play
good woork,1,2024-12-26,Awash Bank,Google Play
Please fix the issue with other banks transfer. Its not working for any other banks including telebirr or M-pesa .,1,2024-12-26,Awash Bank,Google Play
It is good,5,2024-12-26,Awash Bank,Google Play
Very accessible and comfortable,5,2024-12-26,Awash Bank,Google Play
Good,5,2024-12-26,Awash Bank,Google Play
It's good app,5,2024-12-26,Awash Bank,Google Play
Great application,5,2024-12-26,Awash Bank,Google Play
Way,1,2024-12-26,Awash Bank,Google Play
Perfect,5,2024-12-26,Awash Bank,Google Play
Not need anymore,5,2024-12-26,Awash Bank,Google Play
Good,5,2024-12-26,Awash Bank,Google Play
በጣም ግሩም አፕሊኬሽን ነው,5,2024-12-26,Awash Bank,Google Play
Not working properly.,1,2024-12-25,Awash Bank,Google Play
Like,5,2024-12-25,Awash Bank,Google Play
feeling good with the app,5,2024-12-25,Awash Bank,Google Play
Fast pro,5,2024-12-25,Awash Bank,Google Play
Awashbirr pro is fast and all in one interface. My #1 choice thank you.,5,2024-12-25,Awash Bank,Google Play
It makes life easy,5,2024-12-25,Awash Bank,Google Play
Best,5,2024-12-25,Awash Bank,Google Play
Excellent,5,2024-12-25,Awash Bank,Google Play
Awesomely,5,2024-12-25,Awash Bank,Google Play
Smart app,5,2024-12-25,Awash Bank,Google Play
It's user friendly!,5,2024-12-25,Awash Bank,Google Play
Best,5,2024-12-25,Awash Bank,Google Play
wow,5,2024-12-25,Awash Bank,Google Play
It is a good app,5,2024-12-25,Awash Bank,Google Play
Good,2,2024-12-25,Awash Bank,Google Play
Good,1,2024-12-25,Awash Bank,Google Play
Good,3,2024-12-25,Awash Bank,Google Play
excellent,5,2024-12-25,Awash Bank,Google Play
Its good and user friendly,3,2024-12-25,Awash Bank,Google Play
Good,5,2024-12-25,Awash Bank,Google Play
Good,5,2024-12-25,Awash Bank,Google Play
Nice,5,2024-12-25,Awash Bank,Google Play
Yes we can Hfhfhfhf,3,2024-12-25,Awash Bank,Google Play
Great app,5,2024-12-25,Awash Bank,Google Play
"This app is very good, I was used twicly",1,2024-12-25,Awash Bank,Google Play
Ok,5,2024-12-25,Awash Bank,Google Play
Awash,5,2024-12-25,Awash Bank,Google Play
Bad,1,2024-12-25,Awash Bank,Google Play
Amazing app,5,2024-12-25,Awash Bank,Google Play
Nice,5,2024-12-25,Awash Bank,Google Play
Great,5,2024-12-25,Awash Bank,Google Play
Best platform. I love ❤️ it.,5,2024-12-25,Awash Bank,Google Play
very interesting app,5,2024-12-25,Awash Bank,Google Play
Update,4,2024-12-25,Awash Bank,Google Play
I like it,5,2024-12-25,Awash Bank,Google Play
Nice,5,2024-12-25,Awash Bank,Google Play
Top!!,4,2024-12-25,Awash Bank,Google Play
Best of ethiopia,5,2024-12-25,Awash Bank,Google Play
Its good,4,2024-12-25,Awash Bank,Google Play
I Love Awash Pro,5,2024-12-25,Awash Bank,Google Play
Best,5,2024-12-25,Awash Bank,Google Play
Its goood,4,2024-12-25,Awash Bank,Google Play
woow,5,2024-12-25,Awash Bank,Google Play
Good,5,2024-12-25,Awash Bank,Google Play
Good Awash Birr pro,5,2024-12-25,Awash Bank,Google Play
Keep it up,5,2024-12-25,Awash Bank,Google Play
Good,3,2024-12-25,Awash Bank,Google Play
I was not able to transfer to another bank. The transfer to the bank button leads to Google play. I hope you will fix the glitch.,3,2024-12-25,Awash Bank,Google Play
Good & reliable,5,2024-12-25,Awash Bank,Google Play
Good fast nd reliable,3,2024-12-25,Awash Bank,Google Play
good,5,2024-12-25,Awash Bank,Google Play
Best,5,2024-12-25,Awash Bank,Google Play
Abde nasera,1,2024-12-25,Awash Bank,Google Play
Wowww,5,2024-12-25,Awash Bank,Google Play
It's good,5,2024-12-25,Awash Bank,Google Play
Student,5,2024-12-25,Awash Bank,Google Play
This is helpful.,4,2024-12-25,Awash Bank,Google Play
nice,3,2024-12-25,Awash Bank,Google Play
Its a littel slow app i think the app before this app was wonderful for me,2,2024-12-25,Awash Bank,Google Play
Very friendly app!!,4,2024-12-25,Awash Bank,Google Play
Excellent app,5,2024-12-25,Awash Bank,Google Play
Excellent app,5,2024-12-25,Awash Bank,Google Play
Nice,5,2024-12-25,Awash Bank,Google Play
ok,5,2024-12-25,Awash Bank,Google Play
Apdet,5,2024-12-25,Awash Bank,Google Play
"This app has been great until five days ago when I started experiencing issues. I noticed that both the Play Store and App Store have alerts indicating that the app may not be functioning properly. I hope the developers can address this issue soon, as I really value the app’s features.",1,2024-12-25,Awash Bank,Google Play
Good,5,2024-12-25,Awash Bank,Google Play
Good,5,2024-12-25,Awash Bank,Google Play
Ok,5,2024-12-25,Awash Bank,Google Play
good!,5,2024-12-25,Awash Bank,Google Play
i have used it for more than 2 ears and its is best app when i compare with other banks application,5,2024-12-25,Awash Bank,Google Play
good,5,2024-12-25,Awash Bank,Google Play
👍,5,2024-12-25,Awash Bank,Google Play
Excellent,5,2024-12-25,Awash Bank,Google Play
Awash birr pro excellent aplication simple to use and more recommend it for all,5,2024-12-25,Awash Bank,Google Play
This application doesnt work properly,1,2024-12-25,Awash Bank,Google Play
Why work transfer,3,2024-12-25,Awash Bank,Google Play
V.good app,5,2024-12-25,Awash Bank,Google Play
Smart app,3,2024-12-25,Awash Bank,Google Play
Best App,5,2024-12-25,Awash Bank,Google Play
Great app,1,2024-12-25,Awash Bank,Google Play
Ethiopia,5,2024-12-25,Awash Bank,Google Play
Great,5,2024-12-25,Awash Bank,Google Play
Awesome,1,2024-12-25,Awash Bank,Google Play
Wow,5,2024-12-25,Awash Bank,Google Play
Nice,5,2024-12-25,Awash Bank,Google Play
good,5,2024-12-25,Awash Bank,Google Play
Its not working,5,2024-12-25,Awash Bank,Google Play
Not bad,3,2024-12-25,Awash Bank,Google Play
Excellent app. Makes life easier.,5,2024-12-25,Awash Bank,Google Play
Very good,4,2024-12-25,Awash Bank,Google Play
good,5,2024-12-25,Awash Bank,Google Play
Good,1,2024-12-25,Awash Bank,Google Play
Good,5,2024-12-25,Awash Bank,Google Play
Veryi good,3,2024-12-25,Awash Bank,Google Play
👍good,5,2024-12-25,Awash Bank,Google Play
"The best advanced mobile banking ever by encompassing various functionalities inculcating bill payments, school fee payment, various transfer method, micro-loan application (Awash Lehulum), plane ticket paymets, air time topup, instant daily exchange rate review options, Dstv and canal plus payments , and many others lucrative features dubbed to it. I Strongly urge everyone to keep in touch with this user-friendly advanced AwashBirr-Pro mobile banking app.",5,2024-12-25,Awash Bank,Google Play
Very good application and simple to use,5,2024-12-25,Awash Bank,Google Play
Best,5,2024-12-25,Awash Bank,Google Play
It's good app.,5,2024-12-25,Awash Bank,Google Play
It is a great app and facilitates many financial tasks.,5,2024-12-25,Awash Bank,Google Play
Please get up date me Awash pro for this device.,5,2024-12-25,Awash Bank,Google Play
Not good bank application,1,2024-12-25,Awash Bank,Google Play
Good Application,4,2024-12-25,Awash Bank,Google Play
Interesting bank&well service,5,2024-12-25,Awash Bank,Google Play
Nice,5,2024-12-25,Awash Bank,Google Play
Good,3,2024-12-25,Awash Bank,Google Play
"Fast, Easy and Perfect",5,2024-12-25,Awash Bank,Google Play
Very good to have this app,5,2024-12-25,Awash Bank,Google Play
Good,5,2024-12-25,Awash Bank,Google Play
Wow,5,2024-12-25,Awash Bank,Google Play
Doesn't work what's new,5,2024-12-25,Awash Bank,Google Play
Good,5,2024-12-25,Awash Bank,Google Play
Awash birr pro app is very nice and impressive. But it's not working for Android version of under 10 phone. How do you looking fron mass market-appeal. interm of making accessible to everyone. With the goal of widespread dissemination. 🙏,5,2024-12-25,Awash Bank,Google Play
It has been a nice & interesting app.,3,2024-12-25,Awash Bank,Google Play
Good,5,2024-12-25,Awash Bank,Google Play
Good,5,2024-12-25,Awash Bank,Google Play
Good,5,2024-12-25,Awash Bank,Google Play
User-friendly,5,2024-12-25,Awash Bank,Google Play
Good,3,2024-12-25,Awash Bank,Google Play
Nice app,5,2024-12-25,Awash Bank,Google Play
Very great app with feature,3,2024-12-25,Awash Bank,Google Play
Good app,5,2024-12-25,Awash Bank,Google Play
It s redirecting me to the google play page,1,2024-12-25,Awash Bank,Google Play
Nice,5,2024-12-25,Awash Bank,Google Play
fast,4,2024-12-25,Awash Bank,Google Play
Good,5,2024-12-25,Awash Bank,Google Play
donr,4,2024-12-25,Awash Bank,Google Play
It doesn't work.,1,2024-12-25,Awash Bank,Google Play
l like awash birr pro app it is great app to usse,5,2024-12-25,Awash Bank,Google Play
Woww app,5,2024-12-25,Awash Bank,Google Play
Nice app,5,2024-12-25,Awash Bank,Google Play
It's the most frustrating bank and app,1,2024-12-25,Awash Bank,Google Play
Good,5,2024-12-25,Awash Bank,Google Play
Awashbirr pro is an excellent appn in mobile banking system in 🇪🇹,5,2024-12-25,Awash Bank,Google Play
Good,5,2024-12-25,Awash Bank,Google Play
So fast and rssy,5,2024-12-25,Awash Bank,Google Play
Interesting app,5,2024-12-25,Awash Bank,Google Play
Very good,5,2024-12-25,Awash Bank,Google Play
Like it,5,2024-12-25,Awash Bank,Google Play
Very good,5,2024-12-25,Awash Bank,Google Play
Yas,5,2024-12-25,Awash Bank,Google Play
Very good,5,2024-12-25,Awash Bank,Google Play
good app,5,2024-12-25,Awash Bank,Google Play
Convenient wire transfer options.,4,2024-12-25,Awash Bank,Google Play
9 years,5,2024-12-25,Awash Bank,Google Play
I can'nt Installed this app on this device I need too!,5,2024-12-25,Awash Bank,Google Play
Ok,5,2024-12-25,Awash Bank,Google Play
Very good,3,2024-12-25,Awash Bank,Google Play
It's good,2,2024-12-25,Awash Bank,Google Play
Shortly Wow It’s easy to use and all-encompassing so it’s my first choice,5,2024-12-24,Awash Bank,Google Play
Good,5,2024-12-24,Awash Bank,Google Play
👌,5,2024-12-24,Awash Bank,Google Play
Good,5,2024-12-24,Awash Bank,Google Play
Best but. Ke 50 birr lay mawtat bichal arif new,4,2024-12-24,Awash Bank,Google Play
Good,5,2024-12-24,Awash Bank,Google Play
Good,5,2024-12-24,Awash Bank,Google Play
Trying to pay but sends back to another link,1,2024-12-24,Awash Bank,Google Play
nice mobile bank app,5,2024-12-24,Awash Bank,Google Play
Good,5,2024-12-24,Awash Bank,Google Play
Great,5,2024-12-24,Awash Bank,Google Play
i am very interested,5,2024-12-24,Awash Bank,Google Play
I like it,5,2024-12-24,Awash Bank,Google Play
Good,5,2024-12-24,Awash Bank,Google Play
Excellent,5,2024-12-24,Awash Bank,Google Play
I like it,5,2024-12-24,Awash Bank,Google Play
"It is very good app, fast and secure",5,2024-12-24,Awash Bank,Google Play
Very good,5,2024-12-24,Awash Bank,Google Play
Good,4,2024-12-24,Awash Bank,Google Play
Good,2,2024-12-24,Awash Bank,Google Play
Best App,5,2024-12-24,Awash Bank,Google Play
Good,5,2024-12-24,Awash Bank,Google Play
Best app,5,2024-12-24,Awash Bank,Google Play
"It's not working for one week, and it redirects me to an app update, but no updates here on Play Store!",1,2024-12-24,Awash Bank,Google Play
It is great app I have seen ever.,5,2024-12-24,Awash Bank,Google Play
It is not working a while,1,2024-12-24,Awash Bank,Google Play
Why not transfer to other bank,4,2024-12-24,Awash Bank,Google Play
This is,1,2024-12-24,Awash Bank,Google Play
Wow,5,2024-12-24,Awash Bank,Google Play
Nice app.,4,2024-12-24,Awash Bank,Google Play
It's a very amazing app. I really like it.,5,2024-12-24,Awash Bank,Google Play
Awash birr pro is Nice bank,5,2024-12-24,Awash Bank,Google Play
cany acces,2,2024-12-24,Awash Bank,Google Play
You have better app,4,2024-12-24,Awash Bank,Google Play
I am not hapy. This app is not user freindly.,2,2024-12-24,Awash Bank,Google Play
It is not downloadable,1,2024-12-24,Awash Bank,Google Play
It lacks speed,3,2024-12-24,Awash Bank,Google Play
Nice,5,2024-12-24,Awash Bank,Google Play
Haala gaariin nuuf hojjataa jira itti muddaa waan haarawa itti dabalaa,5,2024-12-24,Awash Bank,Google Play
Excellent app! I loved it,5,2024-12-24,Awash Bank,Google Play
Keep it up,5,2024-12-24,Awash Bank,Google Play
Excellent,5,2024-12-24,Awash Bank,Google Play
I like it,3,2024-12-24,Awash Bank,Google Play
It's ok,5,2024-12-24,Awash Bank,Google Play
Good,5,2024-12-24,Awash Bank,Google Play
Good,5,2024-12-24,Awash Bank,Google Play
It is good,5,2024-12-24,Awash Bank,Google Play
It's good. I like it,5,2024-12-24,Awash Bank,Google Play
good,1,2024-12-24,Awash Bank,Google Play
Good 👍,5,2024-12-24,Awash Bank,Google Play
Good work,5,2024-12-24,Awash Bank,Google Play
Too slow,2,2024-12-24,Awash Bank,Google Play
Well good app,5,2024-12-24,Awash Bank,Google Play
it's easy to access with amazing experience,5,2024-12-24,Awash Bank,Google Play
"The app is good , good user interface and user experience. But the bank , you can't buy airtime with your own money I have 50 birr and it says not enough balance. Please fix this what do broke people like myself suppose to do?",1,2024-12-24,Awash Bank,Google Play
Easy to use and Managing,4,2024-12-24,Awash Bank,Google Play
Nice,5,2024-12-24,Awash Bank,Google Play
Good,4,2024-12-24,Awash Bank,Google Play
I love it,5,2024-12-24,Awash Bank,Google Play
ok,5,2024-12-24,Awash Bank,Google Play
Good,5,2024-12-24,Awash Bank,Google Play
Nebiy,5,2024-12-24,Awash Bank,Google Play
Real,5,2024-12-24,Awash Bank,Google Play
Best app,4,2024-12-24,Awash Bank,Google Play
Well,4,2024-12-24,Awash Bank,Google Play
Good customer service,5,2024-12-24,Awash Bank,Google Play
excellent,5,2024-12-24,Awash Bank,Google Play
Wonderful progress!keep it up!!!,5,2024-12-24,Awash Bank,Google Play
Awash my bank,5,2024-12-24,Awash Bank,Google Play
good,5,2024-12-24,Awash Bank,Google Play
Good,5,2024-12-24,Awash Bank,Google Play
Good service,5,2024-12-24,Awash Bank,Google Play
Great app to use,5,2024-12-24,Awash Bank,Google Play
When you want us to update this app just let us know...don't make us uninstall and reinstall again.,5,2024-12-24,Awash Bank,Google Play
Nice,5,2024-12-24,Awash Bank,Google Play
Good,5,2024-12-24,Awash Bank,Google Play
Good,5,2024-12-24,Awash Bank,Google Play
Great,5,2024-12-24,Awash Bank,Google Play
It is Very good app,5,2024-12-24,Awash Bank,Google Play
Best app,5,2024-12-24,Awash Bank,Google Play
Super,5,2024-12-24,Awash Bank,Google Play
The best one,5,2024-12-24,Awash Bank,Google Play
Ok,5,2024-12-24,Awash Bank,Google Play
Excellent,5,2024-12-24,Awash Bank,Google Play
The best mobile banking app!!!,5,2024-12-24,Awash Bank,Google Play
It is user friendly and it doesn't have complicate procedures.,5,2024-12-24,Awash Bank,Google Play
Poor,4,2024-12-24,Awash Bank,Google Play
Trust bank,5,2024-12-24,Awash Bank,Google Play
awsome,4,2024-12-24,Awash Bank,Google Play
Nice App 👍👍👍👍👍👍,4,2024-12-24,Awash Bank,Google Play
Nice app,5,2024-12-24,Awash Bank,Google Play
Update,5,2024-12-24,Awash Bank,Google Play
Good,5,2024-12-24,Awash Bank,Google Play
Best application,5,2024-12-24,Awash Bank,Google Play
good,4,2024-12-24,Awash Bank,Google Play
Good,5,2024-12-24,Awash Bank,Google Play
Gog app,5,2024-12-24,Awash Bank,Google Play
Happy with the app.,4,2024-12-24,Awash Bank,Google Play
Arife new,5,2024-12-24,Awash Bank,Google Play
"Awash bank pro is an excellent application, fast, reliable with multiple tasks.",5,2024-12-24,Awash Bank,Google Play
Best,5,2024-12-24,Awash Bank,Google Play
I'm using AwashBIRII Pro,5,2024-12-24,Awash Bank,Google Play
Can't use the updated version.,1,2024-12-24,Awash Bank,Google Play
Nice,5,2024-12-24,Awash Bank,Google Play
Re,5,2024-12-24,Awash Bank,Google Play
"Excellent I use Awash Pro regularly. I have no problem. If I do, I will go to tha nearest branch and will solve on time.",4,2024-12-24,Awash Bank,Google Play
"Why it says ""cannot run bridge android""",4,2024-12-24,Awash Bank,Google Play
Good,5,2024-12-24,Awash Bank,Google Play
Arif new,5,2024-12-24,Awash Bank,Google Play
Awash is like the River!,5,2024-12-24,Awash Bank,Google Play
Awash Birr,5,2024-12-24,Awash Bank,Google Play
Wab,1,2024-12-24,Awash Bank,Google Play
Good,5,2024-12-24,Awash Bank,Google Play
Very nice app,5,2024-12-24,Awash Bank,Google Play
I like it,5,2024-12-24,Awash Bank,Google Play
Good app,5,2024-12-24,Awash Bank,Google Play
Good,1,2024-12-24,Awash Bank,Google Play
What is wrong this application?,5,2024-12-24,Awash Bank,Google Play
Very nice and friendly,4,2024-12-24,Awash Bank,Google Play
Please,5,2024-12-24,Awash Bank,Google Play
"The app redirects all transfer request to Google play, even if it doesn't have any new updates. So basically, you cant solve it even if flaged for weeks. Common guys.",2,2024-12-24,Awash Bank,Google Play
Nice,5,2024-12-24,Awash Bank,Google Play
Good,5,2024-12-24,Awash Bank,Google Play
Very good application 👍,5,2024-12-24,Awash Bank,Google Play
This app.is fast and reliable. And very good in modern financing systems.,5,2024-12-24,Awash Bank,Google Play
Best,4,2024-12-24,Awash Bank,Google Play
Bad app,2,2024-12-24,Awash Bank,Google Play
Good,5,2024-12-24,Awash Bank,Google Play
Better,5,2024-12-24,Awash Bank,Google Play
Student,5,2024-12-24,Awash Bank,Google Play
Good,2,2024-12-24,Awash Bank,Google Play
Great,5,2024-12-24,Awash Bank,Google Play
👍,5,2024-12-24,Awash Bank,Google Play
I like this app for transfer money.,5,2024-12-24,Awash Bank,Google Play
more helpfull,5,2024-12-24,Awash Bank,Google Play
Nice,5,2024-12-24,Awash Bank,Google Play
It is good,2,2024-12-24,Awash Bank,Google Play
Awash pro best mobile banking it helps me more and make my life easy,4,2024-12-24,Awash Bank,Google Play
very nice app i love it,5,2024-12-24,Awash Bank,Google Play
poor,1,2024-12-24,Awash Bank,Google Play
Very good,5,2024-12-24,Awash Bank,Google Play
Excellent,5,2024-12-24,Awash Bank,Google Play
Good 👍,5,2024-12-24,Awash Bank,Google Play
Best app,5,2024-12-24,Awash Bank,Google Play
